,LG: Accuracy,LG: Precision,LG: AUC,LG: F1,RF: Accuracy,RF: Precision,RF: AUC,RF: F1,DT: Accuracy,DT: Precision,DT: AUC,DT: F1
0,0.8254,0.3966832504145937,0.8329386901296069,0.7079290732686516,1.0,1.0,1.0,1.0,1.0,1.0,0.8513780164326842,0.7169082125603866
0,0.8162,0.43037088873338,0.8266823662344868,0.6994884910485933,1.0,1.0,1.0,1.0,1.0,1.0,0.8464793025050529,0.7320478723404255
0,0.8032,0.4739691795085381,0.8174337288399488,0.6829896907216494,1.0,1.0,1.0,1.0,1.0,1.0,0.8440897969772467,0.72237017310253
0,0.8174,0.6583493282149712,0.8324328980901272,0.6926960619320095,1.0,1.0,1.0,1.0,1.0,1.0,0.8442351018249302,0.7186981069412155
0,0.8148,0.5023126734505088,0.8269489945720514,0.6989596879063719,1.0,1.0,1.0,1.0,1.0,1.0,0.8441002442672205,0.7162464091924672
