,classifier,classifier__C,classifier__penalty,classifier__solver,Accuracy,Precision,ROC AUC,F1,class_weight,criterion,max_features,n_estimators,n_jobs,Accuracy,Precision,ROC AUC,F1,classifier,classifier__criterion,classifier__min_samples_leaf,classifier__splitter,Accuracy,Precision,ROC AUC,F1
15,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l2,sag,0.3698,0.20266257110352673,0.658724785393565,0.3228861664609165,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,10.0,best,0.9278000000000001,0.8124099773591237,0.9667186359103741,0.8628924280654985
16,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l2,saga,0.659,0.17184897959183673,0.6588433499176476,0.17060071074131217,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,12.0,best,0.9274000000000001,0.8117568153063976,0.9660311426619351,0.8623984093149988
17,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l2,sag,0.48019999999999996,0.22604511314262346,0.6587528377922951,0.3409350327501345,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,14.0,best,0.9283999999999999,0.8137712247926199,0.9650496850460749,0.8641345097170209
18,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l2,saga,0.34879999999999994,0.19729648543015377,0.6587302178439509,0.3165299040645365,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,16.0,best,0.9308,0.8207152396315237,0.9646561075540434,0.8678083907316166
19,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l2,sag,0.5598,0.2925978958267418,0.6588702094247043,0.37772248948707066,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,18.0,best,0.9328,0.8261702090730818,0.9641653235217404,0.8711787950621723
20,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l2,saga,0.5882,0.3067739245507612,0.6588831279712437,0.3882740989821256,,,,,,,,,,,,,,,,,
21,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l2,sag,0.585,0.30392284418772747,0.6600529280563912,0.38574557783817404,,,,,,,,,,,,,,,,,
22,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l2,saga,0.5894,0.30757082402483693,0.6600669219237794,0.38893198168251075,,,,,,,,,,,,,,,,,
23,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l2,sag,0.5922,0.31215787078633034,0.6697458656660448,0.3960108843309381,,,,,,,,,,,,,,,,,
24,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l2,saga,0.5912,0.31123274877173335,0.6697393990445987,0.39508707270829524,,,,,,,,,,,,,,,,,
25,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l2,sag,0.6498,0.39428969570824146,0.7087201537813723,0.5236211988147159,,,,,,,,,,,,,,,,,
26,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l2,saga,0.6498,0.39428969570824146,0.7087104700151914,0.5236211988147159,,,,,,,,,,,,,,,,,
27,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.01,l2,sag,0.6384000000000001,0.37839628995597907,0.7188135482459271,0.4970481478344132,,,,,,,,,,,,,,,,,
28,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.01,l2,saga,0.6384000000000001,0.37839628995597907,0.7188210901882222,0.4970481478344132,,,,,,,,,,,,,,,,,
29,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.1,l2,sag,0.634,0.3747068925606607,0.7203510375188895,0.4939080864591607,,,,,,,,,,,,,,,,,
30,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.1,l2,saga,0.634,0.3747068925606607,0.7203499621980406,0.4939080864591607,,,,,,,,,,,,,,,,,
31,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1.0,l2,sag,0.6336,0.3738100457306717,0.7205235297452988,0.49220704839532503,,,,,,,,,,,,,,,,,
32,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1.0,l2,saga,0.6336,0.3738100457306717,0.7205235297452988,0.49220704839532503,,,,,,,,,,,,,,,,,
33,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10.0,l2,sag,0.6332000000000001,0.3733829094424748,0.7205978385761533,0.4916548122369697,,,,,,,,,,,,,,,,,
34,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10.0,l2,saga,0.6332000000000001,0.3733829094424748,0.7205978385761533,0.4916548122369697,,,,,,,,,,,,,,,,,
35,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l2,sag,0.6332000000000001,0.3733829094424748,0.7206225885913007,0.4916548122369697,,,,,,,,,,,,,,,,,
36,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l2,saga,0.6332000000000001,0.3733829094424748,0.7206161278483956,0.4916548122369697,,,,,,,,,,,,,,,,,
37,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l2,sag,0.6332000000000001,0.3733829094424748,0.7206107571226926,0.4916548122369697,,,,,,,,,,,,,,,,,
38,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l2,saga,0.6332000000000001,0.3733829094424748,0.7206096876803849,0.4916548122369697,,,,,,,,,,,,,,,,,
39,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l2,sag,0.6332000000000001,0.3733829094424748,0.720611820686459,0.4916548122369697,,,,,,,,,,,,,,,,,
40,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l2,saga,0.6332000000000001,0.3733829094424748,0.7206150584060881,0.4916548122369697,,,,,,,,,,,,,,,,,
0,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l1,saga,0.4484,0.1452,0.5,0.23381642512077297,balanced,gini,1.0,1024.0,-1.0,0.9408,0.886833480595526,0.9742951220044048,0.8763312774375549,DecisionTreeClassifier(class_weight='balanced'),gini,1.0,best,0.9405999999999999,0.8753237049359889,0.9203842211997644,0.8778286985412592
1,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l1,saga,0.3452,0.1936,0.5,0.31175523349436396,balanced,gini,2.0,1024.0,-1.0,0.9431999999999998,0.8924625008263323,0.9763437929305043,0.8812363606404705,DecisionTreeClassifier(class_weight='balanced'),gini,2.0,best,0.938,0.8378281561845308,0.945216315227109,0.8784251099489369
2,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l1,saga,0.758,0.0,0.5,0.0,balanced,gini,4.0,1024.0,-1.0,0.9506,0.9027627752810924,0.9788863690878562,0.8973662004353816,DecisionTreeClassifier(class_weight='balanced'),gini,4.0,best,0.9298,0.8054123086771285,0.9637344905035,0.8663460538205975
3,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l1,saga,0.4484,0.1452,0.5,0.23381642512077297,balanced,gini,6.0,1024.0,-1.0,0.9538,0.9075584167784839,0.9797624239516779,0.9042901639076867,DecisionTreeClassifier(class_weight='balanced'),gini,6.0,best,0.9324,0.812630001687537,0.9688888767744608,0.8707788765343049
4,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l1,saga,0.3452,0.1936,0.5,0.31175523349436396,balanced,gini,8.0,1024.0,-1.0,0.9544,0.9105921947398732,0.9794538694694607,0.9053604169146489,DecisionTreeClassifier(class_weight='balanced'),gini,8.0,best,0.933,0.81414360041127,0.9705908327700123,0.8720545779255084
5,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l1,saga,0.4484,0.1452,0.5,0.23381642512077297,balanced,gini,12.0,1024.0,-1.0,0.9555999999999999,0.9123653074414569,0.9795972437253319,0.9079106600910606,DecisionTreeClassifier(class_weight='balanced'),gini,10.0,best,0.9350000000000002,0.8209509503154016,0.9694749122309689,0.8746424397450484
6,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.01,l1,saga,0.6434,0.3842866244073111,0.7085719269936109,0.515764863848265,balanced,gini,16.0,1024.0,-1.0,0.9533999999999999,0.9079770209516012,0.9774193724241697,0.9032381377630359,DecisionTreeClassifier(class_weight='balanced'),gini,12.0,best,0.9336,0.8167496361553729,0.9670615364486796,0.8723134067544704
7,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.1,l1,saga,0.6466000000000001,0.3814293561018834,0.7274629843651191,0.5026441011846854,balanced,entropy,1.0,1024.0,-1.0,0.9404,0.8859309608315223,0.9742422425260037,0.8754929375698005,DecisionTreeClassifier(class_weight='balanced'),gini,14.0,best,0.9308,0.8098775352070078,0.9683339148258792,0.8672748104410356
8,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1.0,l1,saga,0.6502000000000001,0.3830655356060197,0.7268158921912818,0.5017157793146605,balanced,entropy,2.0,1024.0,-1.0,0.9425999999999999,0.8878023941694384,0.9758973156850346,0.8805434782608696,DecisionTreeClassifier(class_weight='balanced'),gini,16.0,best,0.9359999999999999,0.8272062347458788,0.96763666891995,0.8756821239622395
9,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10.0,l1,saga,0.6488,0.3816843066900432,0.726716675025622,0.5001389953668246,balanced,entropy,4.0,1024.0,-1.0,0.9513999999999999,0.903156870110017,0.978112257136004,0.8991923240994085,DecisionTreeClassifier(class_weight='balanced'),gini,18.0,best,0.937,0.8330940580304913,0.9664220763645087,0.876741710480138
10,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l1,saga,0.6484,0.381154790502907,0.7267264877123356,0.4992995281292589,balanced,entropy,6.0,1024.0,-1.0,0.954,0.9075470791962685,0.9796702937264223,0.9047435208977876,DecisionTreeClassifier(class_weight='balanced'),entropy,1.0,best,0.9411999999999999,0.877216375872251,0.9206649730696264,0.8788568807771855
11,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l1,saga,0.6484,0.381154790502907,0.7267144944285746,0.4992995281292589,balanced,entropy,8.0,1024.0,-1.0,0.9551999999999999,0.9136494566640844,0.9793530168560153,0.9068130142836115,DecisionTreeClassifier(class_weight='balanced'),entropy,2.0,best,0.9359999999999999,0.8350787240881768,0.9430967748969667,0.8744124461383805
12,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l1,saga,0.6484,0.381154790502907,0.7267243071152881,0.4992995281292589,balanced,entropy,12.0,1024.0,-1.0,0.9565999999999999,0.910684630302218,0.9788743758040951,0.9103315652447165,DecisionTreeClassifier(class_weight='balanced'),entropy,4.0,best,0.9288000000000001,0.8033796294589628,0.959314420288275,0.8642193669108404
13,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",,none,sag,0.6486,0.38133566980973077,0.7267144944285746,0.4994533361173511,balanced,entropy,16.0,1024.0,-1.0,0.9554,0.9068722148822298,0.9783259556466561,0.9080647897870036,DecisionTreeClassifier(class_weight='balanced'),entropy,6.0,best,0.9268000000000001,0.8006553621319904,0.9659434353125886,0.8604588512432944
14,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",,none,saga,0.6484,0.381154790502907,0.7267221265182406,0.4992995281292589,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,8.0,best,0.9280000000000002,0.8046871745044468,0.9691325584945159,0.8628702789663054
15,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l2,sag,0.5516,0.0968,0.6492302492422425,0.15587761674718198,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,10.0,best,0.9343999999999999,0.8193340120708117,0.9704087529165486,0.8737408947852205
16,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l2,saga,0.5516,0.0968,0.6492247977496237,0.15587761674718198,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,12.0,best,0.9324,0.814930172143138,0.9670773457772739,0.8698956556631451
17,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l2,sag,0.511,0.2347210116899614,0.6492476940186223,0.33556751965345555,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,14.0,best,0.9321999999999999,0.814936991636578,0.9684489413201336,0.8693445315776668
18,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l2,saga,0.5514,0.09689699398797595,0.6492553261082884,0.15600332450262325,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,16.0,best,0.9347999999999999,0.8241044824675633,0.9685443424409602,0.8738984487932864
19,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l2,sag,0.6102000000000001,0.33209336001916434,0.6494003358119452,0.4050135007887657,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,18.0,best,0.9366,0.836207489283953,0.9670762554787501,0.8757271303066524
20,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l2,saga,0.5984,0.3087359111225253,0.6494046970060403,0.3905620965400061,,,,,,,,,,,,,,,,,
21,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l2,sag,0.5955999999999999,0.3062970996352583,0.6506160186659107,0.38811779483698694,,,,,,,,,,,,,,,,,
22,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l2,saga,0.599,0.309255112759903,0.650614928367387,0.39097018978186127,,,,,,,,,,,,,,,,,
23,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l2,sag,0.5982,0.30871435450995527,0.6617327024139209,0.39076191861902243,,,,,,,,,,,,,,,,,
24,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l2,saga,0.5982,0.3088534879754483,0.6617327024139209,0.3908381951825397,,,,,,,,,,,,,,,,,
25,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l2,sag,0.6482,0.3825964636064437,0.7080954665387382,0.5033799440564523,,,,,,,,,,,,,,,,,
26,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l2,saga,0.6484,0.3828752208484113,0.7081041889269282,0.5038204726908135,,,,,,,,,,,,,,,,,
27,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.01,l2,sag,0.6492,0.38256176789994867,0.7248588063411763,0.5016729364923462,,,,,,,,,,,,,,,,,
28,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.01,l2,saga,0.6492,0.38256176789994867,0.724855535445605,0.5016729364923462,,,,,,,,,,,,,,,,,
29,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.1,l2,sag,0.649,0.38203003487506926,0.7270982795089295,0.5008410593738424,,,,,,,,,,,,,,,,,
