,LG: Accuracy,LG: Precision,LG: AUC,LG: F1,RF: Accuracy,RF: Precision,RF: AUC,RF: F1,DT: Accuracy,DT: Precision,DT: AUC,DT: F1
0,0.8748,0.12581117856395227,0.8405474470638654,0.5745792222867093,1.0,1.0,1.0,1.0,1.0,1.0,0.8760828640906514,0.7419753086419754
0,0.8818,0.6182795698924731,0.8380217221980575,0.5836101882613509,1.0,1.0,1.0,1.0,1.0,1.0,0.8711006761453214,0.5809945839487937
0,0.854,0.42611336032388664,0.8380086758784246,0.5798882681564246,1.0,1.0,1.0,1.0,1.0,1.0,0.8728765082037798,0.596757852077001
0,0.8444,0.1351113070310778,0.8192334537271063,0.5489530277306169,1.0,1.0,1.0,1.0,1.0,1.0,0.8700583921574605,0.6547425474254742
0,0.8766,0.5677799607072691,0.8390245642447357,0.5862265224815025,1.0,1.0,1.0,1.0,1.0,1.0,0.8745136261891131,0.6754675467546755
