,classifier,classifier__C,classifier__penalty,classifier__solver,Accuracy,Precision,ROC AUC,F1,class_weight,criterion,max_features,n_estimators,n_jobs,Accuracy,Precision,ROC AUC,F1,classifier,classifier__criterion,classifier__min_samples_leaf,classifier__splitter,Accuracy,Precision,ROC AUC,F1
12,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l1,saga,0.8076000000000001,0.5872073069977208,0.9010332015082364,0.690143733441684,balanced,entropy,8.0,1024.0,-1.0,0.8417999999999999,0.7268691883602197,0.8981697222834658,0.6647938386384156,DecisionTreeClassifier(class_weight='balanced'),entropy,2.0,best,0.7964,0.5867143229210061,0.7743372460420964,0.6344007356146645
13,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",,none,sag,0.8076000000000001,0.5872073069977208,0.9005292787092104,0.690143733441684,balanced,entropy,12.0,1024.0,-1.0,0.8454,0.737674679694905,0.9001504720435547,0.6707601583631524,DecisionTreeClassifier(class_weight='balanced'),entropy,4.0,best,0.7912000000000001,0.5752148967189804,0.8103427617263282,0.6337972924360592
14,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",,none,saga,0.8076000000000001,0.5872073069977208,0.9010289931307283,0.690143733441684,balanced,entropy,16.0,1024.0,-1.0,0.8434000000000001,0.7275418798096336,0.9005199416426292,0.6698341575852923,DecisionTreeClassifier(class_weight='balanced'),entropy,6.0,best,0.781,0.5532538031225971,0.8322175004656278,0.6350194528485659
15,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l2,sag,0.5488,0.10205105105105106,0.8804649957257746,0.16261461331706667,balanced,entropy,20.0,1024.0,-1.0,0.8448,0.7319013311451623,0.9013423692756289,0.6720392344623449,DecisionTreeClassifier(class_weight='balanced'),entropy,8.0,best,0.784,0.5599007209707483,0.845403437154759,0.6349205981355415
16,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l2,saga,0.4675999999999999,0.27971757188498403,0.8804555424180389,0.38351508293550485,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,10.0,best,0.7756000000000001,0.5442355415417082,0.8509137236595222,0.6328392302124347
17,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l2,sag,0.7332,0.532352330932681,0.8804618536328528,0.6211049094009018,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,12.0,best,0.7826000000000001,0.5527311202972671,0.8627641903254727,0.6472160238547469
18,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l2,saga,0.5598,0.7037614320508684,0.8804629118087481,0.2011878920662419,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,14.0,best,0.7902000000000001,0.563086457027157,0.8685167869555338,0.6602504807798144
19,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l2,sag,0.7896000000000001,0.561669568184527,0.8804629009971601,0.6614389992233638,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,16.0,best,0.7884,0.5603799779007683,0.8750449886431895,0.658829566849928
20,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l2,saga,0.7844,0.5559919432631609,0.8804502974878113,0.6581999301916921,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,18.0,best,0.7914000000000001,0.5633792859531584,0.876159855274954,0.6666678735977731
21,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l2,sag,0.7914,0.5663573871430552,0.8804965734230205,0.6625783490462995,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,20.0,best,0.7874,0.557110157632749,0.8786029326117692,0.6627617892768558
22,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l2,saga,0.7902,0.5633542090425266,0.8804965707201233,0.6615879536793492,,,,,,,,,,,,,,,,,
23,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l2,sag,0.7896000000000001,0.5621471821148482,0.8808236254392291,0.6618485926028925,,,,,,,,,,,,,,,,,
24,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l2,saga,0.7884,0.5602624712599138,0.8808257309794317,0.6607869782411149,,,,,,,,,,,,,,,,,
25,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l2,sag,0.7878000000000001,0.5581787977753053,0.8846845144761195,0.6635230560498389,,,,,,,,,,,,,,,,,
26,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l2,saga,0.7878000000000001,0.5581787977753053,0.8846803088015083,0.6635230560498389,,,,,,,,,,,,,,,,,
27,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.01,l2,sag,0.7951999999999999,0.568217038744381,0.8960968058157853,0.6748056753883113,,,,,,,,,,,,,,,,,
28,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.01,l2,saga,0.795,0.5679181039626876,0.8960936502083785,0.674592705204137,,,,,,,,,,,,,,,,,
29,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.1,l2,sag,0.8032,0.5791756864838514,0.9038394325116792,0.6869535729135821,,,,,,,,,,,,,,,,,
30,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.1,l2,saga,0.8029999999999999,0.5788785055367607,0.903838390553166,0.6867416182758362,,,,,,,,,,,,,,,,,
31,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1.0,l2,sag,0.8084,0.5876007550775524,0.9040728920421139,0.6925502870316459,,,,,,,,,,,,,,,,,
32,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1.0,l2,saga,0.8084,0.5876914833487844,0.9040876037945622,0.6923541924468288,,,,,,,,,,,,,,,,,
33,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10.0,l2,sag,0.8089999999999999,0.5890282340937374,0.9024617902557213,0.6924752324235206,,,,,,,,,,,,,,,,,
34,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10.0,l2,saga,0.8089999999999999,0.5890282340937374,0.9025070188266229,0.6924752324235206,,,,,,,,,,,,,,,,,
35,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l2,sag,0.8076000000000001,0.5872073069977208,0.9011814826215993,0.690143733441684,,,,,,,,,,,,,,,,,
36,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l2,saga,0.808,0.5878267417634971,0.9014287160157959,0.6905765245102646,,,,,,,,,,,,,,,,,
37,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l2,sag,0.8076000000000001,0.5872073069977208,0.9006376356456334,0.690143733441684,,,,,,,,,,,,,,,,,
38,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l2,saga,0.8076000000000001,0.5872073069977208,0.9010784273762411,0.690143733441684,,,,,,,,,,,,,,,,,
39,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l2,sag,0.8076000000000001,0.5872073069977208,0.9005408510716342,0.690143733441684,,,,,,,,,,,,,,,,,
40,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l2,saga,0.8076000000000001,0.5872073069977208,0.9010374098857448,0.690143733441684,,,,,,,,,,,,,,,,,
0,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l1,saga,0.5502,0.1004,0.5,0.16051159072741808,balanced,gini,1.0,1024.0,-1.0,0.8257999999999999,0.7018256606236856,0.8780882898455135,0.607383153525998,DecisionTreeClassifier(class_weight='balanced'),gini,1.0,best,0.7996,0.6012667348682391,0.7337590930448211,0.6010003386041822
1,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l1,saga,0.5498000000000001,0.1002,0.5,0.16025579536370904,balanced,gini,2.0,1024.0,-1.0,0.826,0.6994267381451509,0.8801130150068174,0.6093713008674637,DecisionTreeClassifier(class_weight='balanced'),gini,2.0,best,0.7906000000000001,0.5693069989769228,0.766898950863923,0.6188059029060332
2,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l1,saga,0.5502,0.1004,0.5,0.16051159072741808,balanced,gini,4.0,1024.0,-1.0,0.8311999999999999,0.7075880258632155,0.8843296156114306,0.6247458192791895,DecisionTreeClassifier(class_weight='balanced'),gini,4.0,best,0.7934000000000001,0.5723930137322994,0.8161941332822693,0.6302071359623148
3,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l1,saga,0.35019999999999996,0.2004,0.5,0.320511590727418,balanced,gini,6.0,1024.0,-1.0,0.8356,0.7151666183420224,0.8883560901323945,0.6374522028355475,DecisionTreeClassifier(class_weight='balanced'),gini,6.0,best,0.7889999999999999,0.5583360313383847,0.8407024599095386,0.6439588550512223
4,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l1,saga,0.4502,0.1504,0.5,0.24051159072741807,balanced,gini,8.0,1024.0,-1.0,0.8371999999999999,0.7215466063690259,0.8907376379434642,0.6407381022615497,DecisionTreeClassifier(class_weight='balanced'),gini,8.0,best,0.791,0.5606525985227957,0.8554370429942002,0.647703904880435
5,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l1,saga,0.5498000000000001,0.1002,0.5,0.16025579536370904,balanced,gini,12.0,1024.0,-1.0,0.8414000000000001,0.7257757037830432,0.893000137756761,0.6530241649240258,DecisionTreeClassifier(class_weight='balanced'),gini,10.0,best,0.7882,0.5553450396624404,0.8609368432385279,0.6479936560594988
