,classifier,classifier__C,classifier__penalty,classifier__solver,Accuracy,Precision,ROC AUC,F1,class_weight,criterion,max_features,n_estimators,n_jobs,Accuracy,Precision,ROC AUC,F1,classifier,classifier__criterion,classifier__min_samples_leaf,classifier__splitter,Accuracy,Precision,ROC AUC,F1
10,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l1,saga,0.7106,0.6991361566301234,0.8047464914097245,0.7104907971857745,balanced,entropy,6.0,1024.0,-1.0,0.943,0.9457136752756228,0.9892485574759036,0.9417849348350563,DecisionTreeClassifier(class_weight='balanced'),entropy,2.0,best,0.8789999999999999,0.8676104911956134,0.8972971242090285,0.8785790287897596
11,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l1,saga,0.7106,0.6991361566301234,0.8047456914225984,0.7104907971857745,balanced,entropy,8.0,1024.0,-1.0,0.9418,0.9445680585536932,0.9889144640302163,0.9405975656186903,DecisionTreeClassifier(class_weight='balanced'),entropy,4.0,best,0.8737999999999999,0.8609932695302319,0.9188124493098199,0.8736233440522698
12,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l1,saga,0.7106,0.6991361566301234,0.8047480920915874,0.7104907971857745,balanced,entropy,12.0,1024.0,-1.0,0.9414,0.9412859738901206,0.9882130629493664,0.9404088260003298,DecisionTreeClassifier(class_weight='balanced'),entropy,6.0,best,0.868,0.8579471107495747,0.9269444194532049,0.8672948420401964
13,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",,none,sag,0.7108,0.6993945354873505,0.8047416903439046,0.710627631924596,balanced,entropy,16.0,1024.0,-1.0,0.9406000000000001,0.9416174230480685,0.9869519083955304,0.9395491513863299,DecisionTreeClassifier(class_weight='balanced'),entropy,8.0,best,0.8633999999999998,0.8559307281221568,0.9304021765247062,0.8622206044925399
14,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",,none,saga,0.7106,0.6991361566301234,0.8047488924597346,0.7104907971857745,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,10.0,best,0.8581999999999999,0.8518200449715072,0.9294026977483167,0.856573946606016
15,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l2,sag,0.4984,0.29500000000000004,0.7482304238534108,0.39553064589503056,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,12.0,best,0.8524,0.8480089081222291,0.9277097031566772,0.8502872330917308
16,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l2,saga,0.5052,0.0984,0.748224822365012,0.1319034852546917,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,14.0,best,0.8544,0.8520056800382623,0.927341232853664,0.8519234854338288
17,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l2,sag,0.5923999999999999,0.6858162061041814,0.7482408270063765,0.5320925660803157,,,,,,,,,,DecisionTreeClassifier(class_weight='balanced'),entropy,16.0,best,0.8502000000000001,0.8491875697017429,0.9260257119974818,0.8472754088333639
18,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l2,saga,0.512,0.47835540144864924,0.748236825274504,0.432019629770571,,,,,,,,,,,,,,,,,
19,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l2,sag,0.6614,0.6528008876940665,0.7482992426682152,0.6610355220270728,,,,,,,,,,,,,,,,,
20,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l2,saga,0.6656,0.6509196366525665,0.7483016433372041,0.669569942469437,,,,,,,,,,,,,,,,,
21,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l2,sag,0.6672,0.651947350353512,0.7489906369699633,0.6716200207251929,,,,,,,,,,,,,,,,,
22,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l2,saga,0.666,0.6511806318541825,0.7489954383623725,0.6700816944540275,,,,,,,,,,,,,,,,,
23,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l2,sag,0.6686,0.6529999977468964,0.754316136178586,0.6735121894805285,,,,,,,,,,,,,,,,,
24,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.0001,l2,saga,0.6684,0.6528468811181461,0.7543129353047446,0.6732516946469239,,,,,,,,,,,,,,,,,
25,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l2,sag,0.6889999999999998,0.6754455076603063,0.7760351050046469,0.6909854297861674,,,,,,,,,,,,,,,,,
26,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.001,l2,saga,0.6889999999999998,0.6754455076603063,0.7760335044860789,0.6909854297861674,,,,,,,,,,,,,,,,,
27,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.01,l2,sag,0.7023999999999999,0.6924948606891238,0.7989520492418815,0.7008358198076916,,,,,,,,,,,,,,,,,
28,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.01,l2,saga,0.7023999999999999,0.6924948606891238,0.7989568507431539,0.7008358198076916,,,,,,,,,,,,,,,,,
29,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.1,l2,sag,0.7081999999999999,0.6978665102830309,0.8043863932386535,0.7070811448270247,,,,,,,,,,,,,,,,,
30,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",0.1,l2,saga,0.7081999999999999,0.6978665102830309,0.8043839925696645,0.7070811448270247,,,,,,,,,,,,,,,,,
31,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1.0,l2,sag,0.7112,0.6998100502863849,0.804738489143474,0.7110303925595147,,,,,,,,,,,,,,,,,
32,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1.0,l2,saga,0.7112,0.6998100502863849,0.8047384890890423,0.7110303925595147,,,,,,,,,,,,,,,,,
33,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10.0,l2,sag,0.7104,0.6988575139155525,0.8047432906447465,0.710349079354504,,,,,,,,,,,,,,,,,
34,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10.0,l2,saga,0.7104,0.6988575139155525,0.8047480920915874,0.710349079354504,,,,,,,,,,,,,,,,,
35,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l2,sag,0.7106,0.6991361566301234,0.8047528935384282,0.7104907971857745,,,,,,,,,,,,,,,,,
36,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",100.0,l2,saga,0.7106,0.6991361566301234,0.8047464915185877,0.7104907971857745,,,,,,,,,,,,,,,,,
37,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l2,sag,0.7108,0.6993945354873505,0.8047488924597346,0.710627631924596,,,,,,,,,,,,,,,,,
38,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1000.0,l2,saga,0.7106,0.6991361566301234,0.8047416905071995,0.7104907971857745,,,,,,,,,,,,,,,,,
39,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l2,sag,0.7108,0.6993945354873505,0.8047400898253366,0.710627631924596,,,,,,,,,,,,,,,,,
40,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",10000.0,l2,saga,0.7108,0.6993945354873505,0.8047496926101554,0.710627631924596,,,,,,,,,,,,,,,,,
0,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-08,l1,saga,0.4968,0.39580000000000004,0.5,0.5295867975805115,balanced,gini,1.0,1024.0,-1.0,0.9354000000000001,0.9338935036936723,0.9863285179424472,0.9347960812584608,DecisionTreeClassifier(class_weight='balanced'),gini,1.0,best,0.868,0.8679660747967566,0.8679687292791944,0.8664374505913746
1,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-07,l1,saga,0.4988,0.2968,0.5,0.3971453260086052,balanced,gini,2.0,1024.0,-1.0,0.9451999999999998,0.943242232933686,0.988624771084748,0.9447187449181221,DecisionTreeClassifier(class_weight='balanced'),gini,2.0,best,0.8592000000000001,0.8443795325133241,0.8831876613290621,0.860424553477291
2,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-06,l1,saga,0.5012000000000001,0.198,0.5,0.26488294314381267,balanced,gini,4.0,1024.0,-1.0,0.9443999999999999,0.94354410459534,0.9894184572831513,0.9438294523082688,DecisionTreeClassifier(class_weight='balanced'),gini,4.0,best,0.8577999999999999,0.8445682737292834,0.906226185283552,0.8587579789366149
3,"LogisticRegression(class_weight='balanced', max_iter=5000, n_jobs=-1)",1e-05,l1,saga,0.5032,0.099,0.5,0.13244147157190633,balanced,gini,6.0,1024.0,-1.0,0.9453999999999999,0.9450965986394557,0.9894448564201606,0.9448120667650717,DecisionTreeClassifier(class_weight='balanced'),gini,6.0,best,0.8480000000000001,0.841494326939953,0.9106654843622014,0.8474652551940401
