,LG: Accuracy,LG: Precision,LG: AUC,LG: F1,RF: Accuracy,RF: Precision,RF: AUC,RF: F1,DT: Accuracy,DT: Precision,DT: AUC,DT: F1
0,0.7536,0.39473684210526316,0.6605023161551823,0.5258573761567773,0.9974,0.9887640449438202,0.9980017991562579,0.9943502824858756,0.9972,0.9887640449438202,0.9514977458846885,0.9943502824858756
0,0.758,0.3848337388483374,0.6867463311454677,0.5163220892274211,0.997,0.9877551020408163,0.9980211081794195,0.9938398357289528,0.997,0.9877551020408163,0.9565755903966506,0.9938398357289528
0,0.2394,0.38874788494077833,0.6723518411244168,0.5164372014610846,0.9966,0.985996705107084,0.9976101617880269,0.9929489838241394,0.9966,0.985996705107084,0.949207974797191,0.9929489838241394
0,0.424,0.39786324786324784,0.680122917354721,0.5202570550433081,0.9966,0.9864649681528662,0.9977399627758574,0.993186372745491,0.9966,0.9864649681528662,0.9458935521716336,0.993186372745491
0,0.2404,0.3869602032176122,0.6578429491307712,0.5129068462401796,0.9964,0.9860426929392446,0.9973460066117643,0.9925619834710745,0.9398,0.983633387888707,0.9415508118380899,0.8805081381500595
